,VAR,BURGLARY-THEFT-MOTOR_VEHICLE_THEFT,HOMICIDE-ASSAULT-BATTERY,lat1,lat2,lon1,lon2
41.8773#-87.7083,1225,3564,5622,41.87588,41.878640000000004,-87.71005,-87.70653
41.8773#-87.7048,1226,3565,5623,41.87588,41.878640000000004,-87.70653,-87.70302
41.8773#-87.7013,1227,3566,5624,41.87588,41.878640000000004,-87.70302,-87.6995
41.8773#-87.6977,1228,3567,5625,41.87588,41.878640000000004,-87.6995,-87.69598
41.8773#-87.6942,1229,3568,5626,41.87588,41.878640000000004,-87.69598,-87.69246
41.8773#-87.6907,1230,3569,5627,41.87588,41.878640000000004,-87.69246,-87.68894
41.8773#-87.6872,1231,3570,5628,41.87588,41.878640000000004,-87.68894,-87.68543000000001
41.8773#-87.6837,1232,3571,5629,41.87588,41.878640000000004,-87.68543000000001,-87.68191
41.8773#-87.6801,1233,3572,5630,41.87588,41.878640000000004,-87.68191,-87.67839000000001
41.8773#-87.6766,1234,3573,5631,41.87588,41.878640000000004,-87.67839000000001,-87.67487
41.8773#-87.6485,1240,3579,5632,41.87588,41.878640000000004,-87.65025,-87.64673
41.8773#-87.6344,1244,3583,5633,41.87588,41.878640000000004,-87.63618000000001,-87.63266
41.8773#-87.6309,1245,3584,5634,41.87588,41.878640000000004,-87.63266,-87.62915
41.8773#-87.6274,1246,3585,5635,41.87588,41.878640000000004,-87.62915,-87.62563
41.8800#-87.7716,1248,3587,5636,41.878640000000004,41.881409999999995,-87.77337,-87.76985
41.8800#-87.7681,1249,3588,5637,41.878640000000004,41.881409999999995,-87.76985,-87.76633000000001
41.8800#-87.7646,1250,3589,5638,41.878640000000004,41.881409999999995,-87.76633000000001,-87.76281
41.8800#-87.7611,1251,3590,5639,41.878640000000004,41.881409999999995,-87.76281,-87.7593
41.8800#-87.7575,1252,3591,5640,41.878640000000004,41.881409999999995,-87.7593,-87.75578
41.8800#-87.7540,1253,3592,5641,41.878640000000004,41.881409999999995,-87.75578,-87.75225999999999
41.8800#-87.7505,1254,3593,5642,41.878640000000004,41.881409999999995,-87.75225999999999,-87.74874
41.8800#-87.7470,1255,3594,5643,41.878640000000004,41.881409999999995,-87.74874,-87.74523
41.8800#-87.7435,1256,3595,5644,41.878640000000004,41.881409999999995,-87.74523,-87.74171
41.8800#-87.7399,1257,3596,5645,41.878640000000004,41.881409999999995,-87.74171,-87.73819
41.8800#-87.7364,1258,3597,5646,41.878640000000004,41.881409999999995,-87.73819,-87.73467
41.8800#-87.7329,1259,3598,5647,41.878640000000004,41.881409999999995,-87.73467,-87.73116
41.8800#-87.7294,1260,3599,5648,41.878640000000004,41.881409999999995,-87.73116,-87.72764000000001
41.8800#-87.7259,1261,3600,5649,41.878640000000004,41.881409999999995,-87.72764000000001,-87.72412
41.8800#-87.7224,1262,3601,5650,41.878640000000004,41.881409999999995,-87.72412,-87.7206
41.8800#-87.7118,1263,3602,5651,41.878640000000004,41.881409999999995,-87.71356999999999,-87.71005
41.8800#-87.7083,1264,3603,5652,41.878640000000004,41.881409999999995,-87.71005,-87.70653
41.8800#-87.7048,1265,3604,5653,41.878640000000004,41.881409999999995,-87.70653,-87.70302
41.8800#-87.7013,1266,3605,5654,41.878640000000004,41.881409999999995,-87.70302,-87.6995
41.8800#-87.6977,1267,3606,5655,41.878640000000004,41.881409999999995,-87.6995,-87.69598
41.8800#-87.6942,1268,3607,5656,41.878640000000004,41.881409999999995,-87.69598,-87.69246
41.8800#-87.6872,1269,3608,5657,41.878640000000004,41.881409999999995,-87.68894,-87.68543000000001
41.8800#-87.6837,1270,3609,5658,41.878640000000004,41.881409999999995,-87.68543000000001,-87.68191
41.8800#-87.6801,1271,3610,5659,41.878640000000004,41.881409999999995,-87.68191,-87.67839000000001
41.8800#-87.6766,1272,3611,5660,41.878640000000004,41.881409999999995,-87.67839000000001,-87.67487
41.8800#-87.6731,1273,3612,5661,41.878640000000004,41.881409999999995,-87.67487,-87.67135999999999
41.8800#-87.6379,1280,3619,5662,41.878640000000004,41.881409999999995,-87.6397,-87.63618000000001
41.8800#-87.6309,1282,3621,5663,41.878640000000004,41.881409999999995,-87.63266,-87.62915
41.8800#-87.6274,1283,3622,5664,41.878640000000004,41.881409999999995,-87.62915,-87.62563
41.8828#-87.7716,1285,3624,5665,41.881409999999995,41.884170000000005,-87.77337,-87.76985
41.8828#-87.7681,1286,3625,5666,41.881409999999995,41.884170000000005,-87.76985,-87.76633000000001
41.8828#-87.7646,1287,3626,5667,41.881409999999995,41.884170000000005,-87.76633000000001,-87.76281
41.8828#-87.7611,1288,3627,5668,41.881409999999995,41.884170000000005,-87.76281,-87.7593
41.8828#-87.7575,1289,3628,5669,41.881409999999995,41.884170000000005,-87.7593,-87.75578
41.8828#-87.7540,1290,3629,5670,41.881409999999995,41.884170000000005,-87.75578,-87.75225999999999
41.8828#-87.7505,1291,3630,5671,41.881409999999995,41.884170000000005,-87.75225999999999,-87.74874
41.8828#-87.7470,1292,3631,5672,41.881409999999995,41.884170000000005,-87.74874,-87.74523
41.8828#-87.7435,1293,3632,5673,41.881409999999995,41.884170000000005,-87.74523,-87.74171
41.8828#-87.7399,1294,3633,5674,41.881409999999995,41.884170000000005,-87.74171,-87.73819
41.8828#-87.7364,1295,3634,5675,41.881409999999995,41.884170000000005,-87.73819,-87.73467
41.8828#-87.7329,1296,3635,5676,41.881409999999995,41.884170000000005,-87.73467,-87.73116
41.8828#-87.7294,1297,3636,5677,41.881409999999995,41.884170000000005,-87.73116,-87.72764000000001
41.8828#-87.7259,1298,3637,5678,41.881409999999995,41.884170000000005,-87.72764000000001,-87.72412
41.8828#-87.7224,1299,3638,5679,41.881409999999995,41.884170000000005,-87.72412,-87.7206
41.8828#-87.7083,1300,3639,5680,41.881409999999995,41.884170000000005,-87.71005,-87.70653
41.8828#-87.7048,1301,3640,5681,41.881409999999995,41.884170000000005,-87.70653,-87.70302
41.8828#-87.7013,1302,3641,5682,41.881409999999995,41.884170000000005,-87.70302,-87.6995
41.8828#-87.6977,1303,3642,5683,41.881409999999995,41.884170000000005,-87.6995,-87.69598
41.8828#-87.6942,1304,3643,5684,41.881409999999995,41.884170000000005,-87.69598,-87.69246
41.8828#-87.6872,1306,3645,5685,41.881409999999995,41.884170000000005,-87.68894,-87.68543000000001
41.8828#-87.6837,1307,3646,5686,41.881409999999995,41.884170000000005,-87.68543000000001,-87.68191
41.8828#-87.6801,1308,3647,5687,41.881409999999995,41.884170000000005,-87.68191,-87.67839000000001
41.8828#-87.6766,1309,3648,5688,41.881409999999995,41.884170000000005,-87.67839000000001,-87.67487
41.8828#-87.6661,1311,3650,5689,41.881409999999995,41.884170000000005,-87.66784,-87.66431999999999
41.8828#-87.6415,1318,3657,5690,41.881409999999995,41.884170000000005,-87.64322,-87.6397
41.8828#-87.6309,1321,3660,5691,41.881409999999995,41.884170000000005,-87.63266,-87.62915
41.8828#-87.6274,1322,3661,5692,41.881409999999995,41.884170000000005,-87.62915,-87.62563
41.8856#-87.7751,1324,3663,5693,41.884170000000005,41.88693,-87.77688,-87.77337
41.8856#-87.7716,1325,3664,5694,41.884170000000005,41.88693,-87.77337,-87.76985
41.8856#-87.7646,1326,3665,5695,41.884170000000005,41.88693,-87.76633000000001,-87.76281
41.8856#-87.7575,1327,3666,5696,41.884170000000005,41.88693,-87.7593,-87.75578
41.8856#-87.7540,1328,3667,5697,41.884170000000005,41.88693,-87.75578,-87.75225999999999
41.8856#-87.7505,1329,3668,5698,41.884170000000005,41.88693,-87.75225999999999,-87.74874
41.8856#-87.7470,1330,3669,5699,41.884170000000005,41.88693,-87.74874,-87.74523
41.8856#-87.7435,1331,3670,5700,41.884170000000005,41.88693,-87.74523,-87.74171
41.8856#-87.7364,1332,3671,5701,41.884170000000005,41.88693,-87.73819,-87.73467
41.8856#-87.7329,1333,3672,5702,41.884170000000005,41.88693,-87.73467,-87.73116
41.8856#-87.7259,1334,3673,5703,41.884170000000005,41.88693,-87.72764000000001,-87.72412
41.8856#-87.7153,1335,3674,5704,41.884170000000005,41.88693,-87.71709,-87.71356999999999
41.8856#-87.7118,1336,3675,5705,41.884170000000005,41.88693,-87.71356999999999,-87.71005
41.8856#-87.7083,1337,3676,5706,41.884170000000005,41.88693,-87.71005,-87.70653
41.8856#-87.7048,1338,3677,5707,41.884170000000005,41.88693,-87.70653,-87.70302
41.8856#-87.7013,1339,3678,5708,41.884170000000005,41.88693,-87.70302,-87.6995
41.8856#-87.6661,1344,3683,5709,41.884170000000005,41.88693,-87.66784,-87.66431999999999
41.8856#-87.6626,1345,3684,5710,41.884170000000005,41.88693,-87.66431999999999,-87.6608
41.8856#-87.6485,1349,3688,5711,41.884170000000005,41.88693,-87.65025,-87.64673
41.8856#-87.6344,1353,3692,5712,41.884170000000005,41.88693,-87.63618000000001,-87.63266
41.8856#-87.6309,1354,3693,5713,41.884170000000005,41.88693,-87.63266,-87.62915
41.8856#-87.6274,1355,3694,5714,41.884170000000005,41.88693,-87.62915,-87.62563
41.8856#-87.6239,1356,3695,5715,41.884170000000005,41.88693,-87.62563,-87.62210999999999
41.8883#-87.7646,1361,3700,5716,41.88693,41.8897,-87.76633000000001,-87.76281
41.8883#-87.7575,1362,3701,5717,41.88693,41.8897,-87.7593,-87.75578
41.8883#-87.7540,1363,3702,5718,41.88693,41.8897,-87.75578,-87.75225999999999
41.8883#-87.7505,1364,3703,5719,41.88693,41.8897,-87.75225999999999,-87.74874
41.8883#-87.7153,1365,3704,5720,41.88693,41.8897,-87.71709,-87.71356999999999
41.8883#-87.6309,1375,3714,5721,41.88693,41.8897,-87.63266,-87.62915
41.8883#-87.6274,1376,3715,5722,41.88693,41.8897,-87.62915,-87.62563
41.8883#-87.6239,1377,3716,5723,41.88693,41.8897,-87.62563,-87.62210999999999
41.8911#-87.7716,1380,3719,5724,41.8897,41.89246,-87.77337,-87.76985
41.8911#-87.7681,1381,3720,5725,41.8897,41.89246,-87.76985,-87.76633000000001
41.8911#-87.7646,1382,3721,5726,41.8897,41.89246,-87.76633000000001,-87.76281
41.8911#-87.7611,1383,3722,5727,41.8897,41.89246,-87.76281,-87.7593
41.8911#-87.7575,1384,3723,5728,41.8897,41.89246,-87.7593,-87.75578
41.8911#-87.7540,1385,3724,5729,41.8897,41.89246,-87.75578,-87.75225999999999
41.8911#-87.7505,1386,3725,5730,41.8897,41.89246,-87.75225999999999,-87.74874
41.8911#-87.7470,1387,3726,5731,41.8897,41.89246,-87.74874,-87.74523
41.8911#-87.7224,1388,3727,5732,41.8897,41.89246,-87.72412,-87.7206
41.8911#-87.7188,1389,3728,5733,41.8897,41.89246,-87.7206,-87.71709
41.8911#-87.7153,1390,3729,5734,41.8897,41.89246,-87.71709,-87.71356999999999
41.8911#-87.7118,1391,3730,5735,41.8897,41.89246,-87.71356999999999,-87.71005
41.8911#-87.7083,1392,3731,5736,41.8897,41.89246,-87.71005,-87.70653
41.8911#-87.7048,1393,3732,5737,41.8897,41.89246,-87.70653,-87.70302
41.8911#-87.6661,1400,3739,5738,41.8897,41.89246,-87.66784,-87.66431999999999
41.8911#-87.6344,1409,3748,5739,41.8897,41.89246,-87.63618000000001,-87.63266
41.8911#-87.6309,1410,3749,5740,41.8897,41.89246,-87.63266,-87.62915
41.8911#-87.6274,1411,3750,5741,41.8897,41.89246,-87.62915,-87.62563
41.8911#-87.6239,1412,3751,5742,41.8897,41.89246,-87.62563,-87.62210999999999
41.8938#-87.7751,1417,3756,5743,41.89246,41.89523,-87.77688,-87.77337
41.8938#-87.7716,1418,3757,5744,41.89246,41.89523,-87.77337,-87.76985
41.8938#-87.7681,1419,3758,5745,41.89246,41.89523,-87.76985,-87.76633000000001
41.8938#-87.7646,1420,3759,5746,41.89246,41.89523,-87.76633000000001,-87.76281
41.8938#-87.7611,1421,3760,5747,41.89246,41.89523,-87.76281,-87.7593
41.8938#-87.7575,1422,3761,5748,41.89246,41.89523,-87.7593,-87.75578
41.8938#-87.7540,1423,3762,5749,41.89246,41.89523,-87.75578,-87.75225999999999
41.8938#-87.7505,1424,3763,5750,41.89246,41.89523,-87.75225999999999,-87.74874
41.8938#-87.7470,1425,3764,5751,41.89246,41.89523,-87.74874,-87.74523
41.8938#-87.7435,1426,3765,5752,41.89246,41.89523,-87.74523,-87.74171
41.8938#-87.7259,1427,3766,5753,41.89246,41.89523,-87.72764000000001,-87.72412
41.8938#-87.7224,1428,3767,5754,41.89246,41.89523,-87.72412,-87.7206
41.8938#-87.7188,1429,3768,5755,41.89246,41.89523,-87.7206,-87.71709
41.8938#-87.7153,1430,3769,5756,41.89246,41.89523,-87.71709,-87.71356999999999
41.8938#-87.7118,1431,3770,5757,41.89246,41.89523,-87.71356999999999,-87.71005
41.8938#-87.7083,1432,3771,5758,41.89246,41.89523,-87.71005,-87.70653
41.8938#-87.7048,1433,3772,5759,41.89246,41.89523,-87.70653,-87.70302
41.8938#-87.6661,1441,3780,5760,41.89246,41.89523,-87.66784,-87.66431999999999
41.8938#-87.6626,1442,3781,5761,41.89246,41.89523,-87.66431999999999,-87.6608
41.8938#-87.6590,1443,3782,5762,41.89246,41.89523,-87.6608,-87.65729
41.8938#-87.6379,1448,3787,5763,41.89246,41.89523,-87.6397,-87.63618000000001
41.8938#-87.6344,1449,3788,5764,41.89246,41.89523,-87.63618000000001,-87.63266
41.8938#-87.6309,1450,3789,5765,41.89246,41.89523,-87.63266,-87.62915
41.8938#-87.6274,1451,3790,5766,41.89246,41.89523,-87.62915,-87.62563
41.8938#-87.6239,1452,3791,5767,41.89246,41.89523,-87.62563,-87.62210999999999
41.8938#-87.6204,1453,3792,5768,41.89246,41.89523,-87.62210999999999,-87.61859
41.8938#-87.6168,1454,3793,5769,41.89246,41.89523,-87.61859,-87.61508
41.8966#-87.7716,1455,3794,5770,41.89523,41.89799,-87.77337,-87.76985
41.8966#-87.7681,1456,3795,5771,41.89523,41.89799,-87.76985,-87.76633000000001
41.8966#-87.7611,1457,3796,5772,41.89523,41.89799,-87.76281,-87.7593
41.8966#-87.7575,1458,3797,5773,41.89523,41.89799,-87.7593,-87.75578
41.8966#-87.7540,1459,3798,5774,41.89523,41.89799,-87.75578,-87.75225999999999
41.8966#-87.7505,1460,3799,5775,41.89523,41.89799,-87.75225999999999,-87.74874
41.8966#-87.7470,1461,3800,5776,41.89523,41.89799,-87.74874,-87.74523
41.8966#-87.7364,1462,3801,5777,41.89523,41.89799,-87.73819,-87.73467
41.8966#-87.7329,1463,3802,5778,41.89523,41.89799,-87.73467,-87.73116
41.8966#-87.7294,1464,3803,5779,41.89523,41.89799,-87.73116,-87.72764000000001
41.8966#-87.7259,1465,3804,5780,41.89523,41.89799,-87.72764000000001,-87.72412
41.8966#-87.7224,1466,3805,5781,41.89523,41.89799,-87.72412,-87.7206
41.8966#-87.7188,1467,3806,5782,41.89523,41.89799,-87.7206,-87.71709
41.8966#-87.7153,1468,3807,5783,41.89523,41.89799,-87.71709,-87.71356999999999
41.8966#-87.7118,1469,3808,5784,41.89523,41.89799,-87.71356999999999,-87.71005
41.8966#-87.7083,1470,3809,5785,41.89523,41.89799,-87.71005,-87.70653
41.8966#-87.6977,1472,3811,5786,41.89523,41.89799,-87.6995,-87.69598
41.8966#-87.6872,1475,3814,5787,41.89523,41.89799,-87.68894,-87.68543000000001
41.8966#-87.6766,1478,3817,5788,41.89523,41.89799,-87.67839000000001,-87.67487
41.8966#-87.6661,1481,3820,5789,41.89523,41.89799,-87.66784,-87.66431999999999
41.8966#-87.6626,1482,3821,5790,41.89523,41.89799,-87.66431999999999,-87.6608
41.8966#-87.6415,1487,3826,5791,41.89523,41.89799,-87.64322,-87.6397
41.8966#-87.6379,1488,3827,5792,41.89523,41.89799,-87.6397,-87.63618000000001
41.8966#-87.6344,1489,3828,5793,41.89523,41.89799,-87.63618000000001,-87.63266
41.8966#-87.6309,1490,3829,5794,41.89523,41.89799,-87.63266,-87.62915
41.8966#-87.6274,1491,3830,5795,41.89523,41.89799,-87.62915,-87.62563
41.8966#-87.6239,1492,3831,5796,41.89523,41.89799,-87.62563,-87.62210999999999
41.8994#-87.7716,1494,3833,5797,41.89799,41.90075,-87.77337,-87.76985
41.8994#-87.7681,1495,3834,5798,41.89799,41.90075,-87.76985,-87.76633000000001
41.8994#-87.7646,1496,3835,5799,41.89799,41.90075,-87.76633000000001,-87.76281
41.8994#-87.7611,1497,3836,5800,41.89799,41.90075,-87.76281,-87.7593
41.8994#-87.7540,1498,3837,5801,41.89799,41.90075,-87.75578,-87.75225999999999
41.8994#-87.7505,1499,3838,5802,41.89799,41.90075,-87.75225999999999,-87.74874
41.8994#-87.7470,1500,3839,5803,41.89799,41.90075,-87.74874,-87.74523
41.8994#-87.7364,1501,3840,5804,41.89799,41.90075,-87.73819,-87.73467
41.8994#-87.7329,1502,3841,5805,41.89799,41.90075,-87.73467,-87.73116
41.8994#-87.7294,1503,3842,5806,41.89799,41.90075,-87.73116,-87.72764000000001
41.8994#-87.7259,1504,3843,5807,41.89799,41.90075,-87.72764000000001,-87.72412
41.8994#-87.7224,1505,3844,5808,41.89799,41.90075,-87.72412,-87.7206
41.8994#-87.7188,1506,3845,5809,41.89799,41.90075,-87.7206,-87.71709
41.8994#-87.7153,1507,3846,5810,41.89799,41.90075,-87.71709,-87.71356999999999
41.8994#-87.7013,1510,3849,5811,41.89799,41.90075,-87.70302,-87.6995
41.8994#-87.6977,1511,3850,5812,41.89799,41.90075,-87.6995,-87.69598
41.8994#-87.6942,1512,3851,5813,41.89799,41.90075,-87.69598,-87.69246
41.8994#-87.6661,1520,3859,5814,41.89799,41.90075,-87.66784,-87.66431999999999
41.8994#-87.6415,1522,3861,5815,41.89799,41.90075,-87.64322,-87.6397
41.8994#-87.6379,1523,3862,5816,41.89799,41.90075,-87.6397,-87.63618000000001
41.8994#-87.6274,1526,3865,5817,41.89799,41.90075,-87.62915,-87.62563
41.8994#-87.6239,1527,3866,5818,41.89799,41.90075,-87.62563,-87.62210999999999
41.9021#-87.7751,1529,3868,5819,41.90075,41.90352,-87.77688,-87.77337
41.9021#-87.7716,1530,3869,5820,41.90075,41.90352,-87.77337,-87.76985
41.9021#-87.7681,1531,3870,5821,41.90075,41.90352,-87.76985,-87.76633000000001
41.9021#-87.7646,1532,3871,5822,41.90075,41.90352,-87.76633000000001,-87.76281
41.9021#-87.7611,1533,3872,5823,41.90075,41.90352,-87.76281,-87.7593
41.9021#-87.7575,1534,3873,5824,41.90075,41.90352,-87.7593,-87.75578
41.9021#-87.7540,1535,3874,5825,41.90075,41.90352,-87.75578,-87.75225999999999
41.9021#-87.7505,1536,3875,5826,41.90075,41.90352,-87.75225999999999,-87.74874
41.9021#-87.7470,1537,3876,5827,41.90075,41.90352,-87.74874,-87.74523
41.9021#-87.7329,1539,3878,5828,41.90075,41.90352,-87.73467,-87.73116
41.9021#-87.7294,1540,3879,5829,41.90075,41.90352,-87.73116,-87.72764000000001
41.9021#-87.7259,1541,3880,5830,41.90075,41.90352,-87.72764000000001,-87.72412
41.9021#-87.7224,1542,3881,5831,41.90075,41.90352,-87.72412,-87.7206
41.9021#-87.7188,1543,3882,5832,41.90075,41.90352,-87.7206,-87.71709
41.9021#-87.7153,1544,3883,5833,41.90075,41.90352,-87.71709,-87.71356999999999
41.9021#-87.7083,1545,3884,5834,41.90075,41.90352,-87.71005,-87.70653
41.9021#-87.6977,1546,3885,5835,41.90075,41.90352,-87.6995,-87.69598
41.9021#-87.6942,1547,3886,5836,41.90075,41.90352,-87.69598,-87.69246
41.9021#-87.6907,1548,3887,5837,41.90075,41.90352,-87.69246,-87.68894
41.9021#-87.6872,1549,3888,5838,41.90075,41.90352,-87.68894,-87.68543000000001
41.9021#-87.6837,1550,3889,5839,41.90075,41.90352,-87.68543000000001,-87.68191
41.9021#-87.6661,1555,3894,5840,41.90075,41.90352,-87.66784,-87.66431999999999
41.9021#-87.6379,1557,3896,5841,41.90075,41.90352,-87.6397,-87.63618000000001
41.9021#-87.6344,1558,3897,5842,41.90075,41.90352,-87.63618000000001,-87.63266
41.9021#-87.6309,1559,3898,5843,41.90075,41.90352,-87.63266,-87.62915
41.9021#-87.6274,1560,3899,5844,41.90075,41.90352,-87.62915,-87.62563
41.9049#-87.7646,1563,3902,5845,41.90352,41.906279999999995,-87.76633000000001,-87.76281
41.9049#-87.7611,1564,3903,5846,41.90352,41.906279999999995,-87.76281,-87.7593
41.9049#-87.7575,1565,3904,5847,41.90352,41.906279999999995,-87.7593,-87.75578
41.9049#-87.7505,1566,3905,5848,41.90352,41.906279999999995,-87.75225999999999,-87.74874
41.9049#-87.7329,1567,3906,5849,41.90352,41.906279999999995,-87.73467,-87.73116
41.9049#-87.7294,1568,3907,5850,41.90352,41.906279999999995,-87.73116,-87.72764000000001
41.9049#-87.7259,1569,3908,5851,41.90352,41.906279999999995,-87.72764000000001,-87.72412
41.9049#-87.7224,1570,3909,5852,41.90352,41.906279999999995,-87.72412,-87.7206
41.9049#-87.7188,1571,3910,5853,41.90352,41.906279999999995,-87.7206,-87.71709
41.9049#-87.7118,1572,3911,5854,41.90352,41.906279999999995,-87.71356999999999,-87.71005
41.9049#-87.7083,1573,3912,5855,41.90352,41.906279999999995,-87.71005,-87.70653
41.9049#-87.6942,1574,3913,5856,41.90352,41.906279999999995,-87.69598,-87.69246
41.9049#-87.6907,1575,3914,5857,41.90352,41.906279999999995,-87.69246,-87.68894
41.9049#-87.6872,1576,3915,5858,41.90352,41.906279999999995,-87.68894,-87.68543000000001
41.9049#-87.6696,1581,3920,5859,41.90352,41.906279999999995,-87.67135999999999,-87.66784
41.9049#-87.6661,1582,3921,5860,41.90352,41.906279999999995,-87.66784,-87.66431999999999
41.9049#-87.6485,1584,3923,5861,41.90352,41.906279999999995,-87.65025,-87.64673
41.9049#-87.6450,1585,3924,5862,41.90352,41.906279999999995,-87.64673,-87.64322
41.9049#-87.6415,1586,3925,5863,41.90352,41.906279999999995,-87.64322,-87.6397
41.9049#-87.6379,1587,3926,5864,41.90352,41.906279999999995,-87.6397,-87.63618000000001
41.9049#-87.6344,1588,3927,5865,41.90352,41.906279999999995,-87.63618000000001,-87.63266
41.9049#-87.6309,1589,3928,5866,41.90352,41.906279999999995,-87.63266,-87.62915
41.9049#-87.6274,1590,3929,5867,41.90352,41.906279999999995,-87.62915,-87.62563
41.9077#-87.7681,1592,3931,5868,41.906279999999995,41.90905,-87.76985,-87.76633000000001
41.9077#-87.7646,1593,3932,5869,41.906279999999995,41.90905,-87.76633000000001,-87.76281
41.9077#-87.7611,1594,3933,5870,41.906279999999995,41.90905,-87.76281,-87.7593
41.9077#-87.7575,1595,3934,5871,41.906279999999995,41.90905,-87.7593,-87.75578
41.9077#-87.7540,1596,3935,5872,41.906279999999995,41.90905,-87.75578,-87.75225999999999
41.9077#-87.7329,1599,3938,5873,41.906279999999995,41.90905,-87.73467,-87.73116
41.9077#-87.7294,1600,3939,5874,41.906279999999995,41.90905,-87.73116,-87.72764000000001
41.9077#-87.7259,1601,3940,5875,41.906279999999995,41.90905,-87.72764000000001,-87.72412
41.9077#-87.7224,1602,3941,5876,41.906279999999995,41.90905,-87.72412,-87.7206
41.9077#-87.7188,1603,3942,5877,41.906279999999995,41.90905,-87.7206,-87.71709
41.9077#-87.7153,1604,3943,5878,41.906279999999995,41.90905,-87.71709,-87.71356999999999
41.9077#-87.7118,1605,3944,5879,41.906279999999995,41.90905,-87.71356999999999,-87.71005
41.9077#-87.7083,1606,3945,5880,41.906279999999995,41.90905,-87.71005,-87.70653
41.9077#-87.6942,1607,3946,5881,41.906279999999995,41.90905,-87.69598,-87.69246
41.9077#-87.6907,1608,3947,5882,41.906279999999995,41.90905,-87.69246,-87.68894
41.9077#-87.6872,1609,3948,5883,41.906279999999995,41.90905,-87.68894,-87.68543000000001
41.9077#-87.6766,1612,3951,5884,41.906279999999995,41.90905,-87.67839000000001,-87.67487
41.9077#-87.6450,1619,3958,5885,41.906279999999995,41.90905,-87.64673,-87.64322
41.9077#-87.6415,1620,3959,5886,41.906279999999995,41.90905,-87.64322,-87.6397
41.9077#-87.6379,1621,3960,5887,41.906279999999995,41.90905,-87.6397,-87.63618000000001
41.9104#-87.7786,1627,3966,5888,41.90905,41.911809999999996,-87.7804,-87.77688
41.9104#-87.7751,1628,3967,5889,41.90905,41.911809999999996,-87.77688,-87.77337
41.9104#-87.7716,1629,3968,5890,41.90905,41.911809999999996,-87.77337,-87.76985
41.9104#-87.7681,1630,3969,5891,41.90905,41.911809999999996,-87.76985,-87.76633000000001
41.9104#-87.7646,1631,3970,5892,41.90905,41.911809999999996,-87.76633000000001,-87.76281
41.9104#-87.7611,1632,3971,5893,41.90905,41.911809999999996,-87.76281,-87.7593
41.9104#-87.7575,1633,3972,5894,41.90905,41.911809999999996,-87.7593,-87.75578
41.9104#-87.7540,1634,3973,5895,41.90905,41.911809999999996,-87.75578,-87.75225999999999
41.9104#-87.7505,1635,3974,5896,41.90905,41.911809999999996,-87.75225999999999,-87.74874
41.9104#-87.7470,1636,3975,5897,41.90905,41.911809999999996,-87.74874,-87.74523
41.9104#-87.7364,1639,3978,5898,41.90905,41.911809999999996,-87.73819,-87.73467
41.9104#-87.7329,1640,3979,5899,41.90905,41.911809999999996,-87.73467,-87.73116
41.9104#-87.7294,1641,3980,5900,41.90905,41.911809999999996,-87.73116,-87.72764000000001
41.9104#-87.7259,1642,3981,5901,41.90905,41.911809999999996,-87.72764000000001,-87.72412
41.9104#-87.7224,1643,3982,5902,41.90905,41.911809999999996,-87.72412,-87.7206
41.9104#-87.7153,1645,3984,5903,41.90905,41.911809999999996,-87.71709,-87.71356999999999
41.9104#-87.7118,1646,3985,5904,41.90905,41.911809999999996,-87.71356999999999,-87.71005
41.9104#-87.7083,1647,3986,5905,41.90905,41.911809999999996,-87.71005,-87.70653
41.9104#-87.7048,1648,3987,5906,41.90905,41.911809999999996,-87.70653,-87.70302
41.9104#-87.7013,1649,3988,5907,41.90905,41.911809999999996,-87.70302,-87.6995
41.9104#-87.6977,1650,3989,5908,41.90905,41.911809999999996,-87.6995,-87.69598
41.9104#-87.6942,1651,3990,5909,41.90905,41.911809999999996,-87.69598,-87.69246
41.9104#-87.6907,1652,3991,5910,41.90905,41.911809999999996,-87.69246,-87.68894
41.9104#-87.6872,1653,3992,5911,41.90905,41.911809999999996,-87.68894,-87.68543000000001
41.9104#-87.6801,1655,3994,5912,41.90905,41.911809999999996,-87.68191,-87.67839000000001
41.9104#-87.6766,1656,3995,5913,41.90905,41.911809999999996,-87.67839000000001,-87.67487
41.9104#-87.6696,1658,3997,5914,41.90905,41.911809999999996,-87.67135999999999,-87.66784
41.9104#-87.6520,1662,4001,5915,41.90905,41.911809999999996,-87.65377,-87.65025
41.9104#-87.6485,1663,4002,5916,41.90905,41.911809999999996,-87.65025,-87.64673
41.9104#-87.6379,1665,4004,5917,41.90905,41.911809999999996,-87.6397,-87.63618000000001
41.9104#-87.6344,1666,4005,5918,41.90905,41.911809999999996,-87.63618000000001,-87.63266
41.9132#-87.7751,1669,4008,5919,41.911809999999996,41.91457,-87.77688,-87.77337
41.9132#-87.7646,1670,4009,5920,41.911809999999996,41.91457,-87.76633000000001,-87.76281
41.9132#-87.7611,1671,4010,5921,41.911809999999996,41.91457,-87.76281,-87.7593
41.9132#-87.7329,1674,4013,5922,41.911809999999996,41.91457,-87.73467,-87.73116
41.9132#-87.7294,1675,4014,5923,41.911809999999996,41.91457,-87.73116,-87.72764000000001
41.9132#-87.7259,1676,4015,5924,41.911809999999996,41.91457,-87.72764000000001,-87.72412
41.9132#-87.7153,1678,4017,5925,41.911809999999996,41.91457,-87.71709,-87.71356999999999
